Year,Quarter,Metropolitan Statistical Areas,Debt-to-Income Ratio Low,Debt-to-Income Ratio High
2017,1,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1.26,1.37
2017,1,"New Bern, NC (Metropolitan Statistical Area)",2.1,2.57
2017,1,"New Haven-Milford, CT (Metropolitan Statistical Area)",1.37,1.49
2017,1,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",1.37,1.49
2017,1,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Norwich-New London, CT (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Ocala, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Ocean City, NJ (Metropolitan Statistical Area)",2.57,
2017,1,"Odessa, TX (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Oklahoma City, OK (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Owensboro, KY (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Panama City, FL (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Peoria, IL (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Pine Bluff, AR (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Pittsburgh, PA (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Pittsfield, MA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Pocatello, ID (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Portland-South Portland, ME (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Port St. Lucie, FL (Metropolitan Statistical Area)",2.57,
2017,1,"Prescott, AZ (Metropolitan Statistical Area)",2.57,
2017,1,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Provo-Orem, UT (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Pueblo, CO (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Punta Gorda, FL (Metropolitan Statistical Area)",2.57,
2017,1,"Racine, WI (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Raleigh, NC (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Rapid City, SD (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Reading, PA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Redding, CA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Reno, NV (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Richmond, VA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Roanoke, VA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Rochester, MN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Rochester, NY (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Rockford, IL (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Rocky Mount, NC (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Rome, GA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Saginaw, MI (Metropolitan Statistical Area)",0.51,1.02
2017,1,"St. Cloud, MN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"St. George, UT (Metropolitan Statistical Area)",2.1,2.57
2017,1,"St. Joseph, MO-KS (Metropolitan Statistical Area)",1.02,1.15
2017,1,"St. Louis, MO-IL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Salem, OR (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Salinas, CA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Salisbury, MD-DE (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Salt Lake City, UT (Metropolitan Statistical Area)",1.15,1.26
2017,1,"San Angelo, TX (Metropolitan Statistical Area)",1.37,1.49
2017,1,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1.37,1.49
2017,1,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Santa Fe, NM (Metropolitan Statistical Area)",2.57,
2017,1,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Santa Rosa, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Savannah, GA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Sebring, FL (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Sheboygan, WI (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Sherman-Denison, TX (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Sioux Falls, SD (Metropolitan Statistical Area)",1.02,1.15
2017,1,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Spartanburg, SC (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Springfield, IL (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Springfield, MA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Springfield, MO (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Springfield, OH (Metropolitan Statistical Area)",1.49,1.63
2017,1,"State College, PA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Stockton-Lodi, CA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Sumter, SC (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Syracuse, NY (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Tallahassee, FL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Terre Haute, IN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Texarkana, TX-AR (Metropolitan Statistical Area)",1.15,1.26
2017,1,"The Villages, FL (Metropolitan Statistical Area)",2.57,
2017,1,"Toledo, OH (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Topeka, KS (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Trenton, NJ (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Tucson, AZ (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Tulsa, OK (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Tuscaloosa, AL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Tyler, TX (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Urban Honolulu, HI (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Utica-Rome, NY (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Valdosta, GA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Victoria, TX (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Visalia-Porterville, CA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Waco, TX (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Walla Walla, WA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Warner Robins, GA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Wausau, WI (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Wenatchee, WA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Wheeling, WV-OH (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Wichita, KS (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Wichita Falls, TX (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Williamsport, PA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Wilmington, NC (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Winchester, VA-WV (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Winston-Salem, NC (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Worcester, MA-CT (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Yakima, WA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"York-Hanover, PA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Yuba City, CA (Metropolitan Statistical Area)",2.57,
2017,1,"Yuma, AZ (Metropolitan Statistical Area)",1.63,1.81
