"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2017"
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","","Place of residence profile",""
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",55216894
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","100","  Population (persons) 3/",1129660
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48879
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",670999
"15500","Burlington, NC (Metropolitan Statistical Area)","","Place of residence profile",""
"15500","Burlington, NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6237219
"15500","Burlington, NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",163529
"15500","Burlington, NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"15500","Burlington, NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38141
"15500","Burlington, NC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",82464
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","","Place of residence profile",""
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",12135868
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","100","  Population (persons) 3/",218881
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",55445
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",165129
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","","Place of residence profile",""
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6120472
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","100","  Population (persons) 3/",112413
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54446
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","240","Total employment (number of jobs)",61186
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","","Place of residence profile",""
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17149910
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","100","  Population (persons) 3/",399418
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42937
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",221673
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",36140942
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",739506
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48872
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",379209
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","","Place of residence profile",""
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4057266
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","100","  Population (persons) 3/",96873
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41882
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",60492
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","","Place of residence profile",""
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5332144
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","100","  Population (persons) 3/",137490
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38782
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",76491
"16180","Carson City, NV (Metropolitan Statistical Area)","","Place of residence profile",""
"16180","Carson City, NV (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",2624755
"16180","Carson City, NV (Metropolitan Statistical Area)","100","  Population (persons) 3/",54608
"16180","Carson City, NV (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16180","Carson City, NV (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48065
"16180","Carson City, NV (Metropolitan Statistical Area)","240","Total employment (number of jobs)",39441
"16220","Casper, WY (Metropolitan Statistical Area)","","Place of residence profile",""
"16220","Casper, WY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4992181
"16220","Casper, WY (Metropolitan Statistical Area)","100","  Population (persons) 3/",79556
"16220","Casper, WY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16220","Casper, WY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",62751
"16220","Casper, WY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",53892
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","","Place of residence profile",""
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",13454170
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","100","  Population (persons) 3/",270594
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",49721
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",181671
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","","Place of residence profile",""
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6834280
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",154487
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44239
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",79491
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","","Place of residence profile",""
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9887895
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","100","  Population (persons) 3/",226560
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43644
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",134912
"16620","Charleston, WV (Metropolitan Statistical Area)","","Place of residence profile",""
"16620","Charleston, WV (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",10916568
"16620","Charleston, WV (Metropolitan Statistical Area)","100","  Population (persons) 3/",264183
"16620","Charleston, WV (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16620","Charleston, WV (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41322
"16620","Charleston, WV (Metropolitan Statistical Area)","240","Total employment (number of jobs)",149034
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","","Place of residence profile",""
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",37800241
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","100","  Population (persons) 3/",775089
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48769
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",482760
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","","Place of residence profile",""
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",127596524
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","100","  Population (persons) 3/",2549741
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",50043
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1593809
"16820","Charlottesville, VA (Metropolitan Statistical Area) *","","Place of residence profile",""
"16820","Charlottesville, VA (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",13708201
"16820","Charlottesville, VA (Metropolitan Statistical Area) *","100","  Population (persons) 3/",216559
"16820","Charlottesville, VA (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"16820","Charlottesville, VA (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",63300
"16820","Charlottesville, VA (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",153057
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","","Place of residence profile",""
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",24577673
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","100","  Population (persons) 3/",556081
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44198
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",327239
"16940","Cheyenne, WY (Metropolitan Statistical Area)","","Place of residence profile",""
"16940","Cheyenne, WY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4898034
"16940","Cheyenne, WY (Metropolitan Statistical Area)","100","  Population (persons) 3/",98460
"16940","Cheyenne, WY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16940","Cheyenne, WY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",49746
"16940","Cheyenne, WY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",68988
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","","Place of residence profile",""
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",552339301
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",9520784
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",58014
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",6090516
"17020","Chico, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"17020","Chico, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9776376
"17020","Chico, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",229207
"17020","Chico, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"17020","Chico, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42653
